Name,Formula,T/K,Cp¡ã,S¡ã, -[G¡ã-H¡ã(Tr)]/T,H-H¡ã(Tr),fH¡ã,fG¡ã,log Kf
Titanium Oxide (Ti3O5),"O5Ti3(cr,l)",298.15,154.808,129.369,129.369,0.000,-2459.146,-2317.293,405.980
"Titanium Oxide, Alpha (Ti3O5)",O5Ti3(cr),298.15,154.808,129.369,129.369,0.000,-2459.146,-2317.293,405.980
Tantalum Oxide (Ta2O5),O5Ta2(l),298.15,135.034,183.050,183.050,0.000,-1957.171,-1834.107,321.328
Vanadium Oxide (V2O5),O5V2(cr),298.15,130.599,130.549,130.549,0.000,-1550.590,-1419.348,248.664
Vanadium Oxide (V2O5),O5V2(l),298.15,130.599,191.956,191.956,0.000,-1491.209,-1378.274,241.468
Vanadium Oxide (V2O5),"O5V2(cr,l)",298.15,130.599,130.549,130.549,0.000,-1550.590,-1419.348,248.664
Phosphorus Oxide ((P2O3)2),O6P4(g),298.15,143.937,345.641,345.641,0.,-2214.307,-2084.877,365.262
Tungsten Oxide ((WO3)2),O6W2(g),298.15,153.665,415.601,415.601,0.,-1163.989,-1084.931,190.075
Titanium Oxide (Ti4O7),O7Ti4(cr),298.15,208.489,198.740,198.740,0.000,-3404.521,-3213.016,562.907
Titanium Oxide (Ti4O7),O7Ti4(l),298.15,208.489,291.066,291.066,0.000,-3216.035,-3052.056,534.708
Titanium Oxide (Ti4O7),"O7Ti4(cr,l)",298.15,208.489,198.740,198.740,0.000,-3404.521,-3213.016,562.907
Tungsten Oxide (W3O8),O8W3(g),298.15,206.277,494.013,494.013,0.,-1710.001,-1583.420,277.409
Tungsten Oxide ((WO3)3),O9W3(g),298.15,222.942,504.674,504.674,0.,-2023.382,-1869.398,327.511
Phosphorus Oxide ((P2O5)2),O10P4(cr),298.15,211.710,228.781,228.781,0.000,-3009.936,-2723.335,477.117
Phosphorus Oxide ((P2O5)2),O10P4(g),298.15,188.804,403.964,403.964,0.,-2904.081,-2669.711,467.722
Tungsten Oxide ((WO3)4),O12W4(g),298.15,309.177,605.272,605.272,0.,-2804.117,-2578.641,451.767
Vanadium Oxide (V2O4),O4V2(cr),298.15,115.399,103.525,103.525,0.000,-1427.162,-1318.445,230.986
Phosphorus (P),P1(l),298.15,26.326,43.011,43.011,0.,0.615,0.038,-0.007
"Phosphorus, Red, V (P)",P1(cr),298.15,21.187,22.853,22.853,0.,-17.460,-12.026,2.107
Phosphorus (P),"P1(cr,l)",298.15,23.825,41.077,41.077,0.,0.,0.,0.
"Phosphorus, Red, IV (P)",P1(cr),298.15,21.263,23.197,23.197,0.,-12.439,-7.108,1.245
"Phosphorus, Ion (P-)",P1-(g),298.15,22.168,169.124,169.124,0.,238.717,206.795,-36.230
Phosphorus Sulfide (PS),P1S1(g),298.15,35.243,234.241,234.241,0.,138.603,90.569,-15.867
"Phosphorus, Ion (P+)",P1+(g),298.15,25.856,166.970,166.970,0.,1336.333,1292.543,-226.448
Phosphorus (P),P1(g),298.15,20.786,163.198,163.198,0.,316.390,279.980,-49.051
"Phosphorus, White (P)",P1(cr),298.15,23.825,41.077,41.077,0.,0.,0.,0.
Phosphorus (P),P1(ref),298.15,23.825,41.077,41.077,0.,0.,0.,0.
Phosphorus (P2),P2(g),298.15,32.034,218.131,218.131,0.,143.653,103.112,-18.065
"Phosphorus, Black (P)",P1(cr),298.15,21.547,22.586,22.586,0.,-12.851,-7.338,1.286
Phosphorus (P4),P4(g),298.15,67.158,279.992,279.992,0.,58.907,24.416,-4.278
Phosphorus Sulfide (P4S3),P4S3(cr),298.15,146.440,200.832,200.832,0.,-224.647,-206.864,36.242
Phosphorus Sulfide (P4S3),P4S3(l),298.15,184.096,207.097,207.097,0.,-220.784,-204.869,35.892
Phosphorus Sulfide (P4S3),"P4S3(cr,l)",298.15,146.440,200.832,200.832,0.,-224.647,-206.864,36.242
Phosphorus Sulfide (P4S3),P4S3(g),298.15,154.808,319.265,319.265,0.,-151.042,-168.570,29.533
Lead (Pb),Pb1(ref),298.15,26.836,64.785,64.785,0.,0.,0.,0.
Lead (Pb),Pb1(cr),298.15,26.836,64.785,64.785,0.,0.,0.,0.
Lead (Pb),Pb1(l),298.15,26.836,71.710,71.710,0.,4.283,2.218,-0.389
Lead (Pb),"Pb1(cr,l)",298.15,26.836,64.785,64.785,0.,0.,0.,0.
"Lead, Ion  (Pb-)",Pb1-(g),298.15,20.786,186.900,186.900,0.,153.882,123.728,-21.677
"Lead, Ion (Pb+)",Pb1+(g),298.15,20.786,181.137,181.137,0.,916.996,876.051,-153.481
Lead Sulfide (PbS),Pb1S1(cr),298.15,49.438,91.343,91.343,0.,-98.324,-96.685,16.939
Lead (Pb),Pb1(g),298.15,20.786,175.374,175.374,0.,195.200,162.228,-28.422
Lead Sulfide (PbS),Pb1S1(l),298.15,49.438,100.795,100.795,0.,-84.064,-85.242,14.934
Lead Sulfide (PbS),Pb1S1(g),298.15,35.085,251.412,251.412,0.,131.796,85.711,-15.016
Lead (Pb2),Pb2(g),298.15,36.921,281.334,281.334,0.,332.628,287.380,-50.348
Lead Sulfide (PbS),"Pb1S1(cr,l)",298.15,49.438,91.343,91.343,0.,-98.324,-96.685,16.939
Rubidium (Rb),Rb1(ref),298.15,31.062,76.778,76.778,0.,0.,0.,0.
"Rubidium, Ion  (Rb-)",Rb1-(g),298.15,20.786,164.330,164.330,0.,27.819,7.970,-1.396
Rubidium (Rb),Rb1(l),298.15,32.418,83.764,83.764,0.,2.184,0.102,-0.018
Rubidium (Rb),Rb1(g),298.15,20.786,170.093,170.093,0.,80.900,53.078,-9.299
Rubidium (Rb),"Rb1(cr,l)",298.15,31.062,76.778,76.778,0.,0.,0.,0.
"Rubidium, Ion (Rb+)",Rb1+(g),298.15,20.786,164.330,164.330,0.,490.129,457.771,-80.200
Rubidium (Rb2),Rb2(g),298.15,38.116,271.067,271.067,0.,113.290,78.254,-13.710
Rubidium (Rb),Rb1(cr),298.15,31.062,76.778,76.778,0.,0.,0.,0.
Radon (Rn),Rn1(ref),298.15,20.786,176.235,176.235,0.,0.,0.,0.
"Radon, Ion (Rn+)",Rn1+(g),298.15,20.786,187.761,187.761,0.,1043.270,1033.579,-181.079
Sulfur (S),S1(ref),298.15,22.698,32.056,32.056,0.,0.,0.,0.
"Sulfur, Orthorhombic (S)",S1(cr),298.15,22.698,32.056,32.056,0.,0.,0.,0.
Sulfur (S),"S1(cr,l)",298.15,22.698,32.056,32.056,0.,0.,0.,0.
"Sulfur, Monoclinic (S)",S1(cr),298.15,23.225,33.028,33.028,0.,0.360,0.070,-0.012
Sulfur (S),S1(l),298.15,22.531,36.825,36.825,0.,1.854,0.432,-0.076
"Sulfur, Ion (S+)",S1+(g),298.15,20.786,163.627,163.627,0.,1282.293,1236.811,-216.684
Sulfur (S),S1(g),298.15,23.673,167.828,167.828,0.,276.980,236.500,-41.434
"Sulfur, Ion (S-)",S1-(g),298.15,22.783,164.918,164.918,0.,70.180,36.822,-6.451
Silicon Sulfide (SiS),S1Si1(g),298.15,32.332,223.799,223.799,0.,105.960,54.403,-9.531
Strontium Sulfide (SrS),S1Sr1(cr),298.15,48.702,68.410,68.410,0.,-468.608,-462.842,81.088
Strontium Sulfide (SrS),S1Sr1(g),298.15,35.477,243.107,243.107,0.,108.198,61.878,-10.841
Sulfur (S2),S2(g),298.15,32.490,228.165,228.165,0.,128.600,79.687,-13.961
Silicon Sulfide (SiS2),S2Si1(l),298.15,77.488,84.687,84.687,0.,-206.924,-207.448,36.344
Silicon Sulfide (SiS2),"S2Si1(cr,l)",298.15,77.488,80.333,80.333,0.,-213.384,-212.609,37.248
Sulfur (S3),S3(g),298.15,47.764,269.517,304.899,0.,141.461,89.777,-15.729
Sulfur (S4),S4(g),298.15,67.585,310.646,388.341,0.,145.771,91.381,-16.010
Sulfur (S5),S5(g),298.15,89.501,308.638,477.413,0.,109.370,65.137,-11.412
Silicon Sulfide (SiS2),S2Si1(cr),298.15,77.488,80.333,80.333,0.,-213.384,-212.609,37.248
Sulfur (S6),S6(g),298.15,111.571,354.076,522.879,0.,101.922,53.699,-9.408
Sulfur (S7),S7(g),298.15,133.502,407.673,617.165,0.,113.679,59.034,-10.342
Sulfur (S8),S8(g),298.15,156.043,430.311,430.311,0.,100.416,48.578,-8.511
Silicon (Si),Si1(cr),298.15,20.000,18.820,18.820,0.,0.,0.,0.
Silicon (Si),Si1(ref),298.15,20.000,18.820,18.820,0.,0.,0.,0.
Silicon (Si2),Si2(g),298.15,34.452,229.793,229.793,0.,589.944,532.653,-93.319
Silicon (Si),Si1(l),298.15,27.196,44.460,44.460,0.,48.470,40.826,-7.152
Silicon (Si3),Si3(g),298.15,55.055,267.898,267.898,0.,635.968,572.927,-100.374
Silicon (Si),"Si1(cr,l)",298.15,20.000,18.820,18.820,0.,0.,0.,0.
Silicon (Si),Si1(g),298.15,22.251,167.980,167.980,0.,450.000,405.528,-71.047
"Silicon, Ion (Si-)",Si1-(g),298.15,20.786,161.977,161.977,0.,308.819,272.391,-47.722
"Silicon, Ion (Si+)",Si1+(g),298.15,24.338,163.426,163.426,0.,1242.505,1193.136,-209.032
"Strontium, Alpha (Sr)",Sr1(cr),298.15,26.791,55.694,55.694,0.,0.,0.,0.
"Strontium, Beta (Sr)",Sr1(cr),298.15,27.607,57.175,57.175,0.,1.211,0.770,-0.135
Strontium (Sr),Sr1(l),298.15,39.463,50.901,50.901,0.,0.911,2.340,-0.410
"Strontium, Ion (Sr+)",Sr1+(g),298.15,20.786,170.403,170.403,0.,719.666,679.211,-118.995
Strontium (Sr),Sr1(g),298.15,20.786,164.640,164.640,0.,164.000,131.518,-23.041
Strontium (Sr),"Sr1(cr,l)",298.15,26.791,55.694,55.694,0.,0.,0.,0.
Strontium (Sr),Sr1(ref),298.15,26.791,55.694,55.694,0.,0.,0.,0.
Tantalum (Ta),Ta1(ref),298.15,25.295,41.471,41.471,0.,0.,0.,0.
Tantalum (Ta),Ta1(g),298.15,20.858,185.219,185.219,0.,781.990,739.131,-129.493
Tantalum (Ta),Ta1(l),298.15,25.295,50.366,50.366,0.,30.795,28.143,-4.931
Tantalum (Ta),"Ta1(cr,l)",298.15,25.295,41.471,41.471,0.,0.,0.,0.
"Tantalum, Ion (Ta+)",Ta1+(g),298.15,23.109,183.385,183.385,0.,1549.150,1500.584,-262.896
Tantalum (Ta),Ta1(cr),298.15,25.295,41.471,41.471,0.,0.,0.,0.
"Tantalum, Ion (Ta-)",Ta1-(g),298.15,24.558,174.560,174.560,0.,744.941,711.515,-124.654
Titanium (Ti),Ti1(ref),298.15,25.238,30.759,30.759,0.,0.,0.,0.
"Titanium, Alpha (Ti)",Ti1(cr),298.15,25.238,30.759,30.759,0.,0.,0.,0.
Titanium (Ti),"Ti1(cr,l)",298.15,25.238,30.759,30.759,0.,0.,0.,0.
"Titanium, Beta (Ti)",Ti1(cr),298.15,23.995,38.122,38.122,0.,6.860,4.665,-0.817
Titanium (Ti),Ti1(l),298.15,27.638,39.181,39.181,0.,13.652,11.141,-1.952
Titanium (Ti),Ti1(g),298.15,24.430,180.297,180.297,0.,473.629,429.044,-75.167
"Titanium, Ion (Ti+)",Ti1+(g),298.15,26.181,183.594,183.594,0.,1138.252,1086.429,-190.338
"Titanium, Ion (Ti-)",Ti1-(g),298.15,22.835,183.715,183.715,0.,459.833,420.484,-73.667
Vanadium (V),V1(ref),298.15,24.896,28.936,28.936,0.,0.,0.,0.
Vanadium (V),V1(g),298.15,26.012,182.298,182.298,0.,515.469,469.744,-82.297
Vanadium (V),V1(l),298.15,24.896,36.136,36.136,0.,17.288,15.141,-2.653
Vanadium (V),"V1(cr,l)",298.15,24.896,28.936,28.936,0.,0.,0.,0.
Vanadium (V),V1(cr),298.15,24.896,28.936,28.936,0.,0.,0.,0.
"Vanadium, Ion (V+)",V1+(g),298.15,23.149,183.376,183.376,0.,1171.947,1119.646,-196.157
"Vanadium, Ion (V-)",V1-(g),298.15,23.049,183.436,183.436,0.,458.588,418.779,-73.368
Tungsten (W),W1(ref),298.15,24.295,32.660,32.660,0.,0.,0.,0.
Tungsten (W),W1(cr),298.15,24.295,32.660,32.660,0.,0.,0.,0.
Tungsten (W),"W1(cr,l)",298.15,24.295,32.660,32.660,0.,0.,0.,0.
Tungsten (W),W1(l),298.15,24.296,45.678,45.678,0.,46.896,43.015,-7.536
Tungsten (W),W1(g),298.15,21.297,173.954,173.954,0.,851.026,808.899,-141.716
"Tungsten, Ion (W+)",W1+(g),298.15,22.995,179.997,179.997,0.,1627.691,1577.508,-276.373
"Tungsten, Ion (W-)",W1-(g),298.15,20.786,188.781,188.781,0.,766.174,725.882,-127.171
"Xenon, Ion (Xe+)",Xe1+(g),298.15,20.786,181.210,181.210,0.,1176.552,1166.861,-204.429
Xenon (Xe),Xe1(ref),298.15,20.786,169.684,169.684,0.,0.,0.,0.
Zinc (Zn),Zn1(cr),298.15,25.387,41.717,41.717,0.,0.,0.,0.
Zinc (Zn),"Zn1(cr,l)",298.15,25.387,41.717,41.717,0.,0.,0.,0.
Zinc (Zn),Zn1(l),298.15,25.387,50.792,50.792,0.,6.519,3.813,-0.668
Zinc (Zn),Zn1(g),298.15,20.786,160.989,160.989,0.,130.420,94.859,-16.619
Zinc (Zn),Zn1(ref),298.15,25.387,41.717,41.717,0.,0.,0.,0.
"Zinc, Ion (Zn+)",Zn1+(g),298.15,20.786,166.751,166.751,0.,1037.336,993.803,-174.110
"Zinc, Ion (Zn-)",Zn1-(g),298.15,20.786,160.989,160.989,0.,109.870,80.564,-14.114
Zirconium (Zr),Zr1(ref),298.15,25.202,38.869,38.869,0.,0.,0.,0.
"Zirconium, Beta (Zr)",Zr1(cr),298.15,25.202,43.192,43.192,0.,4.810,3.521,-0.617
Zirconium (Zr),Zr1(g),298.15,24.775,183.027,183.027,0.,610.027,567.046,-99.344
"Zirconium, Ion (Zr+)",Zr1+(g),298.15,28.282,183.639,183.639,0.,1277.880,1228.462,-215.221
Zirconium (Zr),Zr1(l),298.15,25.202,47.605,47.605,0.,17.404,14.799,-2.593
Zirconium (Zr),"Zr1(cr,l)",298.15,25.202,38.869,38.869,0.,0.,0.,0.
"Zirconium, Alpha (Zr)",Zr1(cr),298.15,25.202,38.869,38.869,0.,0.,0.,0.
"Zirconium, Ion (Zr-)",Zr1-(g),298.15,28.693,185.762,185.762,0.,564.979,527.438,-92.405
