Name,Formula,T/K,Cp¡ã,S¡ã, -[G¡ã-H¡ã(Tr)]/T,H-H¡ã(Tr),fH¡ã,fG¡ã,log Kf
Zirconium Bromide (ZrBr3),Br3Zr1(g),298.15,79.443,371.585,371.585,0.,-430.952,-462.081,80.955
Iron Bromide ((FeBr2)2),Br4Fe2(g),298.15,130.683,516.018,516.018,0.,-253.132,-299.931,52.547
Thiophosphoryl Bromide (PSBr3),Br3P1S1(g),298.15,94.934,372.828,372.828,0.,-281.052,-302.335,52.968
Lead Bromide (PbBr4),Br4Pb1(g),298.15,104.631,426.201,426.201,0.,-456.361,-473.357,82.930
Tetrabromosilane (SiBr4),Br4Si1(l),298.15,146.440,278.236,278.236,0.,-457.311,-443.896,77.769
Molybdenum Bromide (MoBr4),Br4Mo1(g),298.15,102.884,418.889,418.889,0.,-171.126,-196.728,34.466
Titanium Bromide (TiBr4),Br4Ti1(l),298.15,151.879,284.168,284.168,0.,-605.345,-590.138,103.390
Titanium Bromide (TiBr4),Br4Ti1(cr),298.15,131.503,243.622,243.622,0.,-617.977,-590.681,103.485
Tetrabromosilane (SiBr4),Br4Si1(g),298.15,97.009,379.365,379.365,0.,-415.471,-432.207,75.721
Zirconium Bromide (ZrBr4),Br4Zr1(cr),298.15,124.805,224.689,224.689,0.,-760.651,-725.293,127.068
Niobium Bromide (NbBr5),Br5Nb1(cr),298.15,147.904,258.780,258.780,0.,-556.054,-508.887,89.155
Titanium Bromide (TiBr4),Br4Ti1(g),298.15,100.711,398.601,398.601,0.,-550.196,-569.107,99.705
Niobium Bromide (NbBr5),Br5Nb1(l),298.15,147.904,274.005,274.005,0.,-545.074,-502.446,88.026
Niobium Bromide (NbBr5),Br5Nb1(g),298.15,125.806,449.259,449.259,0.,-443.588,-453.212,79.401
Tungsten Bromide (WBr5),Br5W1(cr),298.15,155.461,271.960,271.960,0.,-311.708,-269.605,47.234
Niobium Bromide (NbBr5),"Br5Nb1(cr,l)",298.15,147.904,258.780,258.780,0.,-556.054,-508.887,89.155
Tungsten Bromide (WBr5),Br5W1(l),298.15,182.004,293.341,293.341,0.,-298.059,-262.330,45.959
Titanium Bromide (TiBr4),"Br4Ti1(cr,l)",298.15,131.503,243.622,243.622,0.,-617.977,-590.681,103.485
Tungsten Bromide (WBr5),Br5W1(g),298.15,127.212,461.411,461.411,0.,-199.158,-213.540,37.411
Tungsten Bromide (WBr6),Br6W1(cr),298.15,181.385,313.800,313.800,0.,-343.088,-290.769,50.942
Tungsten Bromide (WBr5),"Br5W1(cr,l)",298.15,155.461,271.960,271.960,0.,-311.708,-269.605,47.234
Tungsten Bromide (WBr6),Br6W1(g),298.15,151.369,482.699,482.699,0.,-243.090,-241.129,42.245
Zirconium Bromide (ZrBr4),Br4Zr1(g),298.15,102.669,414.487,414.487,0.,-644.754,-665.984,116.678
"Calcium, Beta (Ca)",Ca1(cr),298.15,25.951,43.070,43.070,0.,1.056,0.614,-0.108
Calcium (Ca),Ca1(l),298.15,35.000,45.510,45.510,0.,7.788,6.618,-1.159
Calcium (Ca),"Ca1(cr,l)",298.15,25.929,41.588,41.588,0.,0.,0.,0.
Calcium (Ca),Ca1(ref),298.15,25.929,41.588,41.588,0.,0.,0.,0.
"Calcium, Alpha (Ca)",Ca1(cr),298.15,25.929,41.588,41.588,0.,0.,0.,0.
Calcium Chloride (CaCl2),Ca1Cl2(cr),298.15,72.856,104.602,104.602,0.,-795.797,-748.073,131.059
Calcium Chloride (CaCl),Ca1Cl1(g),298.15,35.665,241.559,241.559,0.,-104.600,-130.966,22.945
Calcium Chloride (CaCl2),"Ca1Cl2(cr,l)",298.15,72.856,104.602,104.602,0.,-795.797,-748.073,131.059
"Calcium, Ion (Ca+)",Ca1+(g),298.15,20.786,160.649,160.649,0.,773.828,732.075,-128.257
Calcium Chloride (CaCl2),Ca1Cl2(l),298.15,72.856,123.868,123.868,0.,-774.094,-732.115,128.264
Calcium Fluoride (CaF),Ca1F1(g),298.15,33.661,229.647,229.647,0.,-271.960,-297.799,52.173
Calcium Chloride (CaCl2),Ca1Cl2(g),298.15,59.325,290.265,290.265,0.,-471.537,-479.169,83.948
Calcium Fluoride (CaF2),Ca1F2(cr),298.15,68.588,68.572,68.572,0.,-1225.912,-1173.496,205.592
Calcium (Ca),Ca1(g),298.15,20.786,154.886,154.886,0.,177.800,144.020,-25.232
Calcium Fluoride (CaF2),Ca1F2(l),298.15,68.588,92.573,92.573,0.,-1186.067,-1140.806,199.864
Calcium Fluoride (CaF2),"Ca1F2(cr,l)",298.15,68.588,68.572,68.572,0.,-1225.912,-1173.496,205.592
Calcium Fluoride (CaF2),Ca1F2(g),298.15,51.267,273.798,273.798,0.,-784.500,-793.272,138.978
Calcium Hydroxide (Ca(OH)2),Ca1H2O2(cr),298.15,87.487,83.387,83.387,0.,-986.085,-898.421,157.400
Calcium Hydroxide (Ca(OH)2),Ca1H2O2(g),298.15,73.450,285.605,285.605,0.,-610.764,-583.390,102.208
Calcium Iodide (CaI),Ca1I1(g),298.15,36.646,261.306,261.306,0.,-5.045,-53.240,9.327
"Calcium Hydroxide, Ion (CaOH+)",Ca1H1O1+(g),298.15,44.799,229.905,229.905,0.,369.084,356.746,-62.501
Calcium Hydroxide (CaOH),Ca1H1O1(g),298.15,44.625,235.470,235.470,0.,-193.877,-201.620,35.323
Calcium Iodide (CaI2),"Ca1I2(cr,l)",298.15,77.157,145.287,145.287,0.,-536.807,-533.097,93.396
Calcium Iodide (CaI2),Ca1I2(g),298.15,60.636,327.569,327.569,0.,-258.153,-308.790,54.099
Calcium Oxide (CaO),Ca1O1(cr),298.15,42.120,38.212,38.212,0.,-635.089,-603.501,105.731
Calcium Iodide (CaI2),Ca1I2(cr),298.15,77.157,145.287,145.287,0.,-536.807,-533.097,93.396
Calcium Iodide (CaI2),Ca1I2(l),298.15,77.157,178.942,178.942,0.,-500.170,-506.494,88.736
Calcium Oxide (CaO),Ca1O1(l),298.15,42.120,62.321,62.321,0.,-557.335,-532.935,93.368
Calcium Oxide (CaO),Ca1O1(g),298.15,32.455,219.717,219.717,0.,43.932,21.405,-3.750
Calcium Sulfide (CaS),Ca1S1(cr),298.15,47.442,56.601,56.601,0.,-473.210,-468.129,82.014
Calcium Sulfide (CaS),Ca1S1(g),298.15,34.803,232.589,232.589,0.,123.595,76.206,-13.351
Calcium (Ca2),Ca2(g),298.15,36.577,257.183,257.183,0.,341.637,289.757,-50.764
Calcium Oxide (CaO),"Ca1O1(cr,l)",298.15,42.120,38.212,38.212,0.,-635.089,-603.501,105.731
"Chlorine, Ion (Cl+)",Cl1+(g),298.15,22.958,167.556,167.556,0.,1378.801,1355.845,-237.538
"Chlorine, Ion (Cl-)",Cl1-(g),298.15,20.786,153.356,153.356,0.,-233.954,-240.167,42.076
Cesium Chloride (CsCl),Cl1Cs1(cr),298.15,52.442,101.182,101.182,0.,-442.835,-414.360,72.594
Chlorine (Cl),Cl1(g),298.15,21.838,165.189,165.189,0.,121.302,105.306,-18.449
Cesium Chloride (CsCl),"Cl1Cs1(cr,l)",298.15,52.442,101.182,101.182,0.,-442.835,-414.360,72.594
Cesium Chloride (CsCl),Cl1Cs1(l),298.15,77.404,101.708,101.708,0.,-434.468,-406.150,71.156
Copper Chloride (CuCl),Cl1Cu1(cr),298.15,48.534,87.027,87.027,0.,-138.072,-120.876,21.177
Copper Chloride (CuCl),Cl1Cu1(l),298.15,66.944,93.752,93.752,0.,-131.178,-115.987,20.320
Cobalt Chloride (CoCl),Cl1Co1(g),298.15,35.139,245.679,245.679,0.,192.882,161.853,-28.356
Copper Chloride (CuCl),"Cl1Cu1(cr,l)",298.15,48.534,87.027,87.027,0.,-138.072,-120.876,21.177
Cesium Chloride (CsCl),Cl1Cs1(g),298.15,36.952,256.070,256.070,0.,-240.162,-257.867,45.177
Copper Chloride (CuCl),Cl1Cu1(g),298.15,35.261,237.207,237.207,0.,91.086,63.506,-11.126
Hydrochloric Acid-D (DCl),Cl1D1(g),298.15,29.170,192.741,192.741,0.,-93.345,-95.945,16.809
Hypochlorous Acid-D (DOCl),Cl1D1O1(g),298.15,38.540,240.246,240.246,0.,-78.241,-64.422,11.287
Chlorine Fluoride (ClF),Cl1F1(g),298.15,32.082,217.938,217.938,0.,-50.292,-51.784,9.072
Lithium Chloride Fluoride (Li2ClF),Cl1F1Li2(g),298.15,62.839,268.040,268.040,0.,-753.957,-753.043,131.930
Magnesium Chloride Fluoride (MgClF),Cl1F1Mg1(g),298.15,49.911,260.227,260.227,0.,-569.024,-573.383,100.454
Sulfuryl Chloride Fluoride (SO2ClF),Cl1F1O2S1(g),298.15,71.592,302.849,302.849,0.,-556.472,-512.558,89.798
Perchloryl Fluoride (ClO3F),Cl1F1O3(g),298.15,64.924,278.984,278.984,0.,-21.422,50.632,-8.871
Phosphoryl Chloride Fluoride (POClF2),Cl1F2O1P1(g),298.15,68.838,301.689,301.689,0.,-970.688,-924.090,161.897
Chlorine Fluoride (ClF3),Cl1F3(g),298.15,63.845,281.600,281.600,0.,-158.866,-118.877,20.827
Chlorotrifluorosilane (SiClF3),Cl1F3Si1(g),298.15,79.372,308.679,308.679,0.,-1317.960,-1280.434,224.327
Chlorine Fluoride (ClF5),Cl1F5(g),298.15,97.165,310.739,310.739,0.,-238.488,-146.725,25.706
Hydrogen Chloride (HCl),Cl1H1(g),298.15,29.136,186.901,186.901,0.,-92.312,-95.300,16.696
Chlorosilane (SiH3Cl),Cl1H3Si1(g),298.15,51.098,250.761,250.761,0.,-141.838,-119.292,20.900
Ammonium Chloride (NH4Cl),Cl1H4N1(cr),298.15,86.441,94.860,94.860,0.,-314.553,-203.092,35.581
Sulfur Chloride Fluoride (SClF5),Cl1F5S1(g),298.15,104.342,319.931,319.931,0.,-1038.887,-940.307,164.738
Iron Chloride (FeCl),Cl1Fe1(g),298.15,38.223,257.573,257.573,0.,251.040,215.646,-37.780
Hypochlorous Acid (HOCl),Cl1H1O1(g),298.15,37.285,236.504,236.504,0.,-74.475,-61.670,10.804
Mercury Chloride (HgCl),Cl1Hg1(g),298.15,36.420,260.005,260.005,0.,78.450,56.853,-9.960
Iodine Chloride (ICl),Cl1I1(cr),298.15,55.229,97.927,97.927,0.,-35.422,-14.049,2.461
Ammonium Perchlorate (NH4ClO4),Cl1H4N1O4(cr),298.15,128.072,184.180,184.180,0.,-295.767,-88.607,15.524
Iodine Chloride (ICl),Cl1I1(l),298.15,102.759,136.167,136.167,0.,-23.929,-13.958,2.445
Iodine Chloride (ICl),Cl1I1(g),298.15,35.548,247.567,247.567,0.,17.506,-5.737,1.005
Potassium Chloride (KCl),Cl1K1(l),298.15,73.597,86.657,86.657,0.,-421.791,-395.090,69.218
Potassium Chloride (KCl),Cl1K1(cr),298.15,51.287,82.554,82.554,0.,-436.684,-408.761,71.613
Potassium Chloride (KCl),"Cl1K1(cr,l)",298.15,51.287,82.554,82.554,0.,-436.684,-408.761,71.613
Potassium Perchlorate (KClO4),Cl1K1O4(cr),298.15,110.207,151.042,151.042,0.,-430.115,-300.282,52.608
Iodine Chloride (ICl),"Cl1I1(cr,l)",298.15,55.229,97.927,97.927,0.,-35.422,-14.049,2.461
Lithium Chloride (LiCl),Cl1Li1(cr),298.15,48.028,59.300,59.300,0.,-408.266,-384.019,67.279
Potassium Chloride (KCl),Cl1K1(g),298.15,36.496,239.087,239.087,0.,-214.681,-233.428,40.896
Lithium Chloride (LiCl),Cl1Li1(l),298.15,48.028,78.435,78.435,0.,-390.755,-372.214,65.210
Lithium Chloride (LiCl),"Cl1Li1(cr,l)",298.15,48.028,59.300,59.300,0.,-408.266,-384.019,67.279
Lithium Chloride (LiCl),Cl1Li1(g),298.15,33.245,212.919,212.919,0.,-195.719,-217.274,38.065
Lithium Perchlorate (LiClO4),Cl1Li1O4(cr),298.15,105.018,125.520,125.520,0.,-380.744,-253.911,44.484
Lithium Perchlorate (LiClO4),Cl1Li1O4(l),298.15,161.084,164.611,164.611,0.,-358.355,-243.178,42.604
Lithium Perchlorate (LiClO4),"Cl1Li1O4(cr,l)",298.15,105.018,125.520,125.520,0.,-380.744,-253.911,44.484
Magnesium Chloride (MgCl),Cl1Mg1(g),298.15,34.828,233.413,233.413,0.,-43.514,-70.109,12.283
"Magnesium Chloride, Ion (MgCl+)",Cl1Mg1+(g),298.15,35.446,228.556,228.556,0.,652.704,621.302,-108.849
Nitrosyl Chloride (ONCl),Cl1N1O1(g),298.15,44.589,261.680,261.680,0.,51.714,66.096,-11.580
Lithium Hypochlorite (LiOCl),Cl1Li1O1(g),298.15,42.961,256.417,256.417,0.,-14.226,-18.167,3.183
Nitryl Chloride (NO2Cl),Cl1N1O2(g),298.15,53.187,272.187,272.187,0.,12.134,53.965,-9.454
Sodium Chloride (NaCl),Cl1Na1(cr),298.15,50.509,72.115,72.115,0.,-411.120,-384.024,67.279
Sodium Chloride (NaCl),Cl1Na1(l),298.15,50.509,95.055,95.055,0.,-385.923,-365.667,64.063
Sodium Chloride (NaCl),"Cl1Na1(cr,l)",298.15,50.509,72.115,72.115,0.,-411.120,-384.024,67.279
Sodium Chloride (NaCl),Cl1Na1(g),298.15,35.786,229.793,229.793,0.,-181.418,-201.334,35.273
Sodium Perchlorate (NaClO4),Cl1Na1O4(cr),298.15,111.294,142.256,142.256,0.,-382.752,-254.240,44.542
Nickel Chloride (NiCl),Cl1Ni1(g),298.15,35.443,251.883,251.883,0.,182.004,149.067,-26.116
Chlorine Oxide (ClO),Cl1O1(g),298.15,31.546,226.648,226.648,0.,101.219,97.482,-17.078
Chlorine Oxide (ClO2),Cl1O2(g),298.15,41.995,257.229,257.229,0.,104.600,122.327,-21.431
Titanium Chloride Oxide (OTiCl),Cl1O1Ti1(g),298.15,51.654,263.661,263.661,0.,-244.262,-249.864,43.775
Phosphorus Chloride (PCl),Cl1P1(g),298.15,34.718,237.879,237.879,0.,129.000,103.579,-18.147
Lead Chloride (PbCl),Cl1Pb1(g),298.15,36.234,259.613,259.613,0.,15.062,-9.770,1.712
Sulfur Chloride (SCl),Cl1S1(g),298.15,37.541,237.324,237.324,0.,156.465,128.520,-22.516
"Sulfur Chloride, Ion (SCl+)",Cl1S1+(g),298.15,33.958,236.633,236.633,0.,1062.037,1028.043,-180.109
"Lead Chloride, Ion (PbCl+)",Cl1Pb1+(g),298.15,36.394,255.148,255.148,0.,745.589,715.833,-125.411
Sulfur Chloride (S2Cl),Cl1S2(g),298.15,50.954,291.686,291.686,0.,78.559,43.963,-7.702
Titanium Chloride (TiCl),Cl1Ti1(g),298.15,37.297,249.214,249.214,0.,154.390,122.513,-21.464
Tungsten Chloride (WCl),Cl1W1(g),298.15,34.843,261.895,261.895,0.,553.543,518.452,-90.831
Clorosilylidyne (SiCl),Cl1Si1(g),298.15,35.780,237.833,237.833,0.,198.322,166.278,-29.131
Strontium Chloride (SrCl),Cl1Sr1(g),298.15,36.252,252.284,252.284,0.,-123.846,-149.204,26.140
Zirconium Chloride (ZrCl),Cl1Zr1(g),298.15,35.004,254.309,254.309,0.,205.434,174.456,-30.564
Chlorine (Cl2),Cl2(ref),298.15,33.949,223.079,223.079,0.,0.,0.,0.
Cobalt Chloride (CoCl2),Cl2Co1(cr),298.15,78.492,109.266,109.266,0.,-312.545,-269.647,47.241
Cobalt Chloride (CoCl2),Cl2Co1(l),298.15,78.492,149.021,149.021,0.,-271.514,-240.469,42.129
Iron Chloride (FeCl2),Cl2Fe1(cr),298.15,76.664,117.947,117.947,0.,-341.833,-302.342,52.969
Iron Chloride (FeCl2),Cl2Fe1(l),298.15,102.173,139.876,139.876,0.,-311.336,-278.383,48.772
Phosphoryl Chloride Fluoride (POCl2F),Cl2F1O1P1(g),298.15,79.319,320.381,320.381,0.,-765.672,-721.622,126.425
Cesium Chloride ((CsCl)2),Cl2Cs2(g),298.15,81.617,383.445,383.445,0.,-659.817,-656.856,115.079
Iron Chloride (FeCl2),Cl2Fe1(g),298.15,57.570,299.283,299.283,0.,-141.001,-155.575,27.256
Dichlorosilane (SiH2Cl2),Cl2H2Si1(g),298.15,62.174,286.734,286.734,0.,-320.494,-294.900,51.665
Cobalt Chloride (CoCl2),"Cl2Co1(cr,l)",298.15,78.492,109.266,109.266,0.,-312.545,-269.647,47.241
Iron Chloride (FeCl2),"Cl2Fe1(cr,l)",298.15,76.664,117.947,117.947,0.,-341.833,-302.342,52.969
Copper Chloride (CuCl2),Cl2Cu1(cr),298.15,71.881,108.085,108.085,0.,-205.853,-161.680,28.326
Cobalt Chloride (CoCl2),Cl2Co1(g),298.15,59.623,298.500,298.500,0.,-93.722,-107.244,18.789
Mercury Chloride (HgCl2),Cl2Hg1(cr),298.15,73.906,144.494,144.494,0.,-230.120,-184.022,32.240
Mercury Chloride (HgCl2),Cl2Hg1(l),298.15,102.090,164.471,164.471,0.,-213.222,-173.080,30.323
Mercury Chloride (HgCl2),"Cl2Hg1(cr,l)",298.15,73.906,144.494,144.494,0.,-230.120,-184.022,32.240
Mercury Chloride (HgCl2),Cl2Hg1(g),298.15,58.110,294.793,294.793,0.,-146.294,-145.007,25.405
Potassium Chloride ((KCl)2),Cl2K2(g),298.15,80.865,352.864,352.864,0.,-617.642,-617.774,108.232
Lithium Chloride ((LiCl)2),Cl2Li2(g),298.15,72.195,288.767,288.767,0.,-598.546,-600.788,105.256
Magnesium Chloride (MgCl2),Cl2Mg1(cr),298.15,71.379,89.629,89.629,0.,-641.616,-592.087,103.731
Magnesium Chloride (MgCl2),Cl2Mg1(l),298.15,71.379,129.480,129.480,0.,-601.577,-563.929,98.798
Magnesium Chloride (MgCl2),"Cl2Mg1(cr,l)",298.15,71.379,89.629,89.629,0.,-641.616,-592.087,103.731
Mercury Chloride (Hg2Cl2),Cl2Hg2(cr),298.15,101.968,192.535,192.535,0.,-264.927,-210.485,36.876
Magnesium Chloride (MgCl2),Cl2Mg1(g),298.15,57.097,277.027,277.027,0.,-392.459,-398.803,69.869
Molybdenum Chloride Oxide (MoO2Cl2),Cl2Mo1O2(g),298.15,85.220,337.787,337.787,0.,-633.039,-597.546,104.688
Nickel Chloride (NiCl2),Cl2Ni1(cr),298.15,71.660,98.157,98.157,0.,-304.930,-258.779,45.337
Sodium Chloride ((NaCl)2),Cl2Na2(g),298.15,78.786,325.432,325.432,0.,-566.095,-565.929,99.148
Nickel Chloride (NiCl2),"Cl2Ni1(cr,l)",298.15,71.660,98.157,98.157,0.,-304.930,-258.779,45.337
Chlorine Oxide (Cl2O),Cl2O1(g),298.15,47.810,267.959,267.959,0.,87.864,105.065,-18.407
Titanium Chloride Oxide (TiOCl2),Cl2O1Ti1(g),298.15,71.952,321.001,321.001,0.,-545.552,-534.994,93.729
Sulfuryl Chloride (SO2Cl2),Cl2O2S1(g),298.15,77.095,311.095,311.095,0.,-354.803,-310.323,54.367
Nickel Chloride (NiCl2),Cl2Ni1(l),298.15,71.659,151.810,151.810,0.,-233.517,-203.362,35.628
Nickel Chloride (NiCl2),Cl2Ni1(g),298.15,58.077,294.233,294.233,0.,-73.931,-86.240,15.109
Tungsten Chloride Oxide (WO2Cl2),Cl2O2W1(cr),298.15,104.408,200.832,200.832,0.,-780.316,-702.781,123.124
Tungsten Chloride Oxide (WO2Cl2),Cl2O2W1(g),298.15,87.199,353.927,353.927,0.,-671.532,-639.642,112.063
Lead Chloride (PbCl2),Cl2Pb1(l),298.15,77.073,153.396,153.396,0.,-344.251,-304.160,53.288
Lead Chloride (PbCl2),"Cl2Pb1(cr,l)",298.15,77.073,135.980,135.980,0.,-359.406,-314.121,55.033
Lead Chloride (PbCl2),Cl2Pb1(g),298.15,55.184,317.205,317.205,0.,-174.054,-182.802,32.026
Lead Chloride (PbCl2),Cl2Pb1(cr),298.15,77.073,135.980,135.980,0.,-359.406,-314.121,55.033
"Lead Chloride, Ion (PbCl2+)",Cl2Pb1+(g),298.15,55.006,318.566,318.566,0.,816.298,800.890,-140.313
Sulfur Chloride (SCl2),Cl2S1(l),298.15,91.002,183.678,183.678,0.,-49.790,-28.485,4.990
"Sulfur Chloride, Ion (SCl2+)",Cl2S1+(g),298.15,50.860,287.322,287.322,0.,901.485,885.633,-155.159
Sulfur Chloride (ClSSCl),Cl2S2(l),298.15,124.290,223.844,223.844,0.,-58.158,-39.271,6.880
Sulfur Chloride (SCl2),Cl2S1(g),298.15,50.895,281.628,281.628,0.,-17.573,-25.472,4.463
Sulfur Chloride (ClSSCl),Cl2S2(g),298.15,72.768,327.215,327.215,0.,-16.736,-28.669,5.023
Dichlorosilylene (SiCl2),Cl2Si1(g),298.15,51.248,281.333,281.333,0.,-168.615,-180.373,31.601
Strontium Chloride (SrCl2),Cl2Sr1(g),298.15,55.775,316.339,316.339,0.,-473.210,-484.411,84.867
Titanium Chloride (TiCl2),Cl2Ti1(cr),298.15,69.831,87.345,87.345,0.,-515.469,-465.829,81.611
Strontium Chloride (SrCl2),"Cl2Sr1(cr,l)",298.15,75.588,114.809,114.809,0.,-828.850,-779.965,136.647
Tungsten Chloride (WCl2),Cl2W1(cr),298.15,77.822,130.541,130.541,0.,-257.316,-219.988,38.541
Tungsten Chloride (WCl2),Cl2W1(g),298.15,58.060,309.416,309.416,0.,-12.552,-28.556,5.003
Titanium Chloride (TiCl2),Cl2Ti1(g),298.15,57.503,278.338,278.338,0.,-237.233,-244.537,42.842
Zirconium Chloride (ZrCl2),Cl2Zr1(cr),298.15,72.592,110.039,110.039,0.,-430.952,-385.660,67.566
Zirconium Chloride (ZrCl2),"Cl2Zr1(cr,l)",298.15,72.592,110.039,110.039,0.,-430.952,-385.660,67.566
Strontium Chloride (SrCl2),Cl2Sr1(cr),298.15,75.588,114.809,114.809,0.,-828.850,-779.965,136.647
Zirconium Chloride (ZrCl2),Cl2Zr1(l),298.15,91.002,122.493,122.493,0.,-411.594,-370.015,64.825
Strontium Chloride (SrCl2),Cl2Sr1(l),298.15,75.588,135.820,135.820,0.,-805.351,-762.730,133.627
Zirconium Chloride (ZrCl2),Cl2Zr1(g),298.15,57.676,292.558,292.558,0.,-186.188,-195.314,34.218
Cobalt Chloride (CoCl3),Cl3Co1(g),298.15,76.238,334.209,334.209,0.,-163.594,-154.508,27.069
Copper Chloride ((CuCl)3),Cl3Cu3(g),298.15,124.570,429.526,429.526,0.,-258.571,-257.204,45.061
Trichlorofluorosilane (SiCl3F),Cl3F1Si1(g),298.15,90.081,336.055,336.055,0.,-840.984,-805.570,141.133
Iron Chloride (FeCl3),Cl3Fe1(cr),298.15,96.650,142.336,142.336,0.,-399.405,-333.930,58.503
Iron Chloride (FeCl3),Cl3Fe1(l),298.15,133.888,200.657,200.657,0.,-362.815,-314.728,55.139
Iron Chloride (FeCl3),"Cl3Fe1(cr,l)",298.15,96.650,142.336,142.336,0.,-399.405,-333.930,58.503
Iron Chloride (FeCl3),Cl3Fe1(g),298.15,77.702,344.206,344.206,0.,-253.132,-247.845,43.421
Trichlorosilane (SiHCl3),Cl3H1Si1(g),298.15,75.455,313.717,313.717,0.,-496.222,-464.899,81.448
Lithium Chloride ((LiCl)3),Cl3Li3(g),298.15,102.005,335.747,335.747,0.,-1004.721,-979.042,171.524
Phosphoryl Chloride (OPCl3),Cl3O1P1(g),298.15,84.917,325.454,325.454,0.,-559.819,-514.257,90.096
Phosphorus Chloride (PCl3),Cl3P1(g),298.15,71.581,311.682,311.682,0.,-288.696,-269.610,47.235
Thiophosphoryl Chloride (SPCl3),Cl3P1S1(g),298.15,89.847,337.347,337.347,0.,-380.744,-359.753,63.027
Titanium Chloride (TiCl3),Cl3Ti1(g),298.15,72.567,316.895,316.895,0.,-539.318,-524.862,91.954
Zirconium Chloride (ZrCl3),Cl3Zr1(cr),298.15,96.190,145.812,145.812,0.,-714.209,-646.327,113.234
Titanium Chloride (TiCl3),Cl3Ti1(cr),298.15,97.161,139.750,139.750,0.,-721.740,-654.469,114.660
Magnesium Chloride ((MgCl2)2),Cl4Mg2(g),298.15,123.611,418.931,418.931,0.,-954.370,-926.771,162.366
Zirconium Chloride (ZrCl3),Cl3Zr1(g),298.15,76.025,339.340,339.340,0.,-524.255,-514.074,90.064
Iron Chloride ((FeCl2)2),Cl4Fe2(g),298.15,125.875,464.503,464.503,0.,-431.370,-420.548,73.678
Molybdenum Chloride (MoCl4),Cl4Mo1(cr),298.15,129.704,223.844,223.844,0.,-476.976,-402.164,70.458
Cobalt Chloride ((CoCl2)2),Cl4Co2(g),298.15,127.432,450.400,450.400,0.,-350.619,-333.955,58.507
Trichlorosilyl (SiCl3),Cl3Si1(g),298.15,70.733,318.189,318.189,0.,-390.367,-379.858,66.549
Molybdenum Chloride (MoCl4),Cl4Mo1(l),298.15,146.440,245.525,245.525,0.,-462.837,-394.490,69.113
Molybdenum Chloride (MoCl4),"Cl4Mo1(cr,l)",298.15,129.704,223.844,223.844,0.,-476.976,-402.164,70.458
Tungsten Chloride Oxide (OWCl4),Cl4O1W1(l),298.15,182.004,253.565,253.565,0.,-630.573,-532.832,93.350
Molybdenum Chloride (MoCl4),Cl4Mo1(g),298.15,98.109,371.941,371.941,0.,-384.928,-354.272,62.067
Tungsten Chloride Oxide (OWCl4),"Cl4O1W1(cr,l)",298.15,146.248,172.799,172.799,0.,-671.114,-549.292,96.234
Tungsten Chloride Oxide (OWCl4),Cl4O1W1(cr),298.15,146.248,172.799,172.799,0.,-671.114,-549.292,96.234
Tetrachlorosilane (SiCl4),Cl4Si1(g),298.15,90.261,330.945,330.945,0.,-662.746,-622.784,109.109
Tungsten Chloride Oxide (OWCl4),Cl4O1W1(g),298.15,106.138,377.079,377.079,0.,-573.493,-512.577,89.801
Lead Chloride (PbCl4),Cl4Pb1(g),298.15,100.536,381.659,381.659,0.,-552.403,-491.873,86.174
Titanium Chloride (TiCl4),Cl4Ti1(cr),298.15,129.460,209.069,209.069,0.,815.026  735.167 128.798,,
Titanium Chloride (TiCl4),Cl4Ti1(l),298.15,145.205,221.925,221.925,0.,804.165  728.139 127.567,,
Titanium Chloride (TiCl4),"Cl4Ti1(cr,l)",298.15,145.205,221.925,221.925,0.,-804.165,-728.139,127.567
Titanium Chloride (TiCl4),Cl4Ti1(g),298.15,95.614,354.889,354.889,0.,-763.162,-726.779,127.329
Tungsten Chloride (WCl4),Cl4W1(cr),298.15,129.704,198.322,198.322,0.,-443.086,-359.456,62.975
Tungsten Chloride (WCl4),Cl4W1(g),298.15,98.865,379.285,379.285,0.,-335.975,-306.300,53.662
Zirconium Chloride (ZrCl4),Cl4Zr1(cr),298.15,119.788,181.418,181.418,0.,-980.520,-889.999,155.924
Molybdenum Chloride (MoCl5),Cl5Mo1(cr),298.15,155.645,238.488,238.488,0.,-527.184,-423.483,74.192
Molybdenum Chloride (MoCl5),Cl5Mo1(l),298.15,175.728,273.807,273.807,0.,-510.114,-416.944,73.047
Molybdenum Chloride (MoCl5),"Cl5Mo1(cr,l)",298.15,155.645,238.488,238.488,0.,-527.184,-423.483,74.192
Molybdenum Chloride (MoCl5),Cl5Mo1(g),298.15,119.482,397.774,397.774,0.,-447.688,-391.478,68.585
Niobium Chloride (NbCl5),Cl5Nb1(cr),298.15,147.904,214.053,214.053,0.,-797.470,-684.141,119.859
Niobium Chloride (NbCl5),Cl5Nb1(l),298.15,147.904,260.970,260.970,0.,-773.354,-674.012,118.084
Zirconium Chloride (ZrCl4),Cl4Zr1(g),298.15,98.234,367.716,367.716,0.,-869.979,-835.003,146.289
Niobium Chloride (NbCl5),"Cl5Nb1(cr,l)",298.15,147.904,214.053,214.053,0.,-797.470,-684.141,119.859
Niobium Chloride (NbCl5),Cl5Nb1(g),298.15,119.040,404.111,404.111,0.,-703.330,-646.667,113.293
